Hugo_Symbol,TCGA.2J.AAB1.01,TCGA.2J.AAB4.01,TCGA.2J.AAB6.01,TCGA.2J.AAB8.01,TCGA.2J.AAB9.01,TCGA.2J.AABA.01,TCGA.2J.AABE.01,TCGA.2J.AABF.01,TCGA.2J.AABH.01,TCGA.2J.AABI.01,TCGA.2J.AABK.01,TCGA.2J.AABO.01,TCGA.2J.AABP.01,TCGA.2J.AABR.01,TCGA.2J.AABT.01,TCGA.2J.AABU.01,TCGA.2J.AABV.01,TCGA.2L.AAQA.01,TCGA.2L.AAQE.01,TCGA.2L.AAQI.01,TCGA.2L.AAQJ.01,TCGA.2L.AAQL.01,TCGA.2L.AAQM.01,TCGA.3A.A9I5.01,TCGA.3A.A9I7.01,TCGA.3A.A9I9.01,TCGA.3A.A9IB.01,TCGA.3A.A9IC.01,TCGA.3A.A9IH.01,TCGA.3A.A9IJ.01,TCGA.3A.A9IL.01,TCGA.3A.A9IN.01,TCGA.3A.A9IO.01,TCGA.3A.A9IR.01,TCGA.3A.A9IS.01,TCGA.3A.A9IU.01,TCGA.3A.A9IV.01,TCGA.3A.A9IX.01,TCGA.3A.A9IZ.01,TCGA.3A.A9J0.01,TCGA.3E.AAAY.01,TCGA.3E.AAAZ.01,TCGA.F2.6879.01,TCGA.F2.6880.01,TCGA.F2.7273.01,TCGA.F2.7276.01,TCGA.F2.A44G.01,TCGA.F2.A44H.01,TCGA.F2.A7TX.01,TCGA.F2.A8YN.01,TCGA.FB.A4P5.01,TCGA.FB.A4P6.01,TCGA.FB.A545.01,TCGA.FB.A5VM.01,TCGA.FB.A78T.01,TCGA.FB.A7DR.01,TCGA.FB.AAPP.01,TCGA.FB.AAPQ.01,TCGA.FB.AAPS.01,TCGA.FB.AAPU.01,TCGA.FB.AAPY.01,TCGA.FB.AAPZ.01,TCGA.FB.AAQ0.01,TCGA.FB.AAQ1.01,TCGA.FB.AAQ2.01,TCGA.FB.AAQ3.01,TCGA.FB.AAQ6.01,TCGA.H6.8124.01,TCGA.H6.A45N.01,TCGA.H8.A6C1.01,TCGA.HV.A5A3.01,TCGA.HV.A5A4.01,TCGA.HV.A5A5.01,TCGA.HV.A5A6.01,TCGA.HV.A7OL.01,TCGA.HV.A7OP.01,TCGA.HV.AA8V.01,TCGA.HV.AA8X.01,TCGA.HZ.7289.01,TCGA.HZ.7918.01,TCGA.HZ.7919.01,TCGA.HZ.7920.01,TCGA.HZ.7922.01,TCGA.HZ.7923.01,TCGA.HZ.7924.01,TCGA.HZ.7925.01,TCGA.HZ.7926.01,TCGA.HZ.8001.01,TCGA.HZ.8002.01,TCGA.HZ.8003.01,TCGA.HZ.8005.01,TCGA.HZ.8315.01,TCGA.HZ.8317.01,TCGA.HZ.8519.01,TCGA.HZ.8636.01,TCGA.HZ.8637.01,TCGA.HZ.8638.01,TCGA.HZ.A49G.01,TCGA.HZ.A49H.01,TCGA.HZ.A49I.01,TCGA.HZ.A4BH.01,TCGA.HZ.A4BK.01,TCGA.HZ.A77O.01,TCGA.HZ.A77P.01,TCGA.HZ.A77Q.01,TCGA.HZ.A8P0.01,TCGA.HZ.A8P1.01,TCGA.HZ.A9TJ.01,TCGA.IB.7644.01,TCGA.IB.7645.01,TCGA.IB.7646.01,TCGA.IB.7649.01,TCGA.IB.7651.01,TCGA.IB.7652.01,TCGA.IB.7885.01,TCGA.IB.7886.01,TCGA.IB.7887.01,TCGA.IB.7888.01,TCGA.IB.7889.01,TCGA.IB.7890.01,TCGA.IB.7891.01,TCGA.IB.7893.01,TCGA.IB.7897.01,TCGA.IB.8126.01,TCGA.IB.8127.01,TCGA.IB.A5SO.01,TCGA.IB.A5SP.01,TCGA.IB.A5SQ.01,TCGA.IB.A5SS.01,TCGA.IB.A5ST.01,TCGA.IB.A6UF.01,TCGA.IB.A6UG.01,TCGA.IB.A7LX.01,TCGA.IB.A7M4.01,TCGA.IB.AAUM.01,TCGA.IB.AAUN.01,TCGA.IB.AAUO.01,TCGA.IB.AAUP.01,TCGA.IB.AAUQ.01,TCGA.IB.AAUR.01,TCGA.IB.AAUS.01,TCGA.IB.AAUT.01,TCGA.IB.AAUU.01,TCGA.IB.AAUV.01,TCGA.IB.AAUW.01,TCGA.L1.A7W4.01,TCGA.LB.A7SX.01,TCGA.LB.A8F3.01,TCGA.LB.A9Q5.01,TCGA.M8.A5N4.01,TCGA.OE.A75W.01,TCGA.PZ.A5RE.01,TCGA.Q3.A5QY.01,TCGA.Q3.AA2A.01,TCGA.RB.A7B8.01,TCGA.RB.AA9M.01,TCGA.RL.AAAS.01,TCGA.S4.A8RM.01,TCGA.S4.A8RO.01,TCGA.S4.A8RP.01,TCGA.US.A774.01,TCGA.US.A776.01,TCGA.US.A779.01,TCGA.US.A77E.01,TCGA.US.A77G.01,TCGA.US.A77J.01,TCGA.XD.AAUG.01,TCGA.XD.AAUH.01,TCGA.XD.AAUI.01,TCGA.XD.AAUL.01,TCGA.XN.A8T3.01,TCGA.XN.A8T5.01,TCGA.YB.A89D.01,TCGA.YH.A8SY.01,TCGA.YY.A8LH.01,TCGA.Z5.AAPL.01,DEG type
ALDH1A3,805.7268,813.771,3666.462,1120.2726,1628.4566,1502.9278,682.4418,1023.248,644.7082,867.5363,661.4832,2780.5369,87.475,883.0612,2403.3605,4208.0786,260.8504,366.6037,3133.1928,1060.8578,1231.7475,490.9547,312.0297,355.7383,934.9239,646.0453,1087.7235,681.4815,723.4343,250.0332,226.0057,247.373,12.4764,17.8744,4.5434,803.9499,277.1264,2209.0863,678.5576,1371.925,1663.7786,1252.4196,1232.7591,651.0832,1601.4558,2329.5144,462.1192,489.2841,1282.577,1159.0882,937.6503,1202.6022,1361.3626,2336.8701,487.2701,2925.3084,71.3685,546.1105,911.8207,357.4034,736.5493,1807.748,312.352,935.2036,743.6342,550.1475,182.6761,1080.5243,1663.5542,950.2909,390.9115,441.7464,1463.0445,850.6906,208.4904,48.8049,1871.6586,355.4787,310.2875,1363.1943,1555.9653,1449.2611,2010.9336,1754.662,797.6608,4913.941,4610.4912,3166.5276,1968.7487,2090.2622,278.2794,4315.3881,1933.5746,2206.7023,856.9466,1468.9465,546.0446,1406.4278,1678.4151,2946.6098,2331.4231,1404.9807,638.324,3366.99,4147.6028,838.9889,275.8084,462.2782,900.4755,5392.0665,1914.8528,1856.1266,1617.0214,1403.7026,1370.0999,790.0292,1054.298,2220.0495,1630.033,1207.8158,2672.0532,1089.018,2793.7803,1817.0222,1101.9206,2014.2813,684.2736,1092.9298,7878.5843,1917.5011,804.9427,877.0896,2202.0517,611.367,665.0466,1027.1782,753.9584,2347.719,934.764,1866.7223,1573.0916,1348.4151,1238.3085,4746.1201,1091.6831,3625.2868,1253.6333,252.5787,1323.2427,1347.6508,439.8759,2454.1834,2041.9621,1257.1882,435.8124,1335.3777,2315.2358,446.3825,1422.9421,923.6792,1208.5474,80.3479,264.4627,439.7205,192.6974,851.1754,2524.0676,2168.4591,727.9445,4248.657,1093.9715,1601.3528,1096.9116,1241.653,279.0519,1377.7664,NS
ALDH1B1,515.122,619.1077,763.1579,1776.7333,1177.9207,918.1149,1435.4864,567.7328,661.5854,463.3527,780.3095,958.3333,1097.3172,1099.5671,7026.2829,1111.3537,1081.8898,973.6578,670.9917,811.3728,681.6832,795.6183,470.6231,1240.096,1999.1547,674.221,1119.4195,2655.8025,699.2547,281.4204,835.3899,614.3187,672.96,55.4272,339.8455,1074.2531,705.4862,1049.1067,608.9219,1340.9031,925.4022,2828.721,505.0059,829.7024,897.9375,1787.6758,971.3024,2221.4765,722.5154,836.8998,782.2771,564.7139,588.1908,1236.3067,670.8281,6380.5723,982.7856,401.1559,2353.1034,639.0316,667.3889,711.0789,1409.7433,421.6837,638.4365,810.995,737.0892,703.5516,968.8231,470.3664,370.6429,1016.6577,1503.1774,1496.788,889.7104,1271.7058,1963.1426,906.4188,1486.6702,1410.2249,763.2892,726.475,1523.3405,661.6965,1475.3117,2313.4609,624.3791,2590.593,921.2121,995.8049,1450.6253,1315.0322,1720.4027,605.044,776.0203,501.4409,1836.47,1115.9737,941.5351,336.1298,771.7783,370.2989,819.2796,8509.5859,2237.9553,928.878,791.6168,656.3799,1477.9141,1301.4553,1729.9492,644.6562,791.7459,408.6933,2039.7751,2172.4983,1034.5975,1087.5069,822.4145,1675.1732,1335.4776,4791.6042,620.889,884.4578,786.8937,1018.21,430.4853,1218.0208,1603.1882,855.8322,438.9536,782.1045,398.1338,701.4963,786.3799,622.8218,1127.8732,817.51,960.4592,1004.0577,2019.1083,1401.3158,688.1125,2739.5445,1549.3512,530.5992,513.9743,602.0305,853.1628,1306.7203,807.8451,982.5062,861.5784,860.1298,1729.9881,646.3519,1122.1865,701.8711,1191.6349,1142.9328,1977.2632,1797.6482,1044.8731,912.2271,446.8279,973.8124,1379.7297,923.9979,716.1961,1355.0936,995.2532,1519.6663,1137.7184,2401.8692,353.6545,600.5698,NS
ALDH1L1,592.6829,830.8081,344.4444,508.5781,602.358,13.778,353.9386,183.2196,335.3659,1816.7634,321.5821,23.2372,1.5781,531.8491,29.4118,471.6157,1623.622,269.8572,2015.2919,2663.4406,5.9406,323.4221,14.8368,76.8307,119.1885,307.6487,766.3005,371.8519,1264.9308,13.2996,4.2895,90.0693,14.4834,0,0.4543,535.5888,137.5053,202.9607,256.5056,21.653,198.9274,58.7135,1.7668,1375.8822,293.8124,361.353,187.638,159.9553,1782.7617,1075.8669,480.8426,281.3351,464.7994,95.4617,364.5443,690.4572,0,79.8722,242.069,1325.3711,605.0921,391.7451,27.8278,356.2328,35.8306,62.3265,655.3991,512.8348,399.8441,56.5733,1610.2721,91.3487,319.4685,289.6146,467.6525,1642.4923,382.1532,573.1576,32.9326,303.8855,379.4661,78.9783,326.7666,220.0133,226.6833,32.3188,28.7942,639.2638,473.0838,468.2748,1.2937,548.2772,283.4204,261.5266,503.0149,106.9484,462.1224,295.9519,218.343,306.4228,151.1879,857.7628,507.6212,203.9877,14.6886,134.9765,13.7725,1414.7107,89.2638,152.5988,212.1827,443.1586,387.4559,257.6199,58.7396,113.767,0.3504,4.4029,412.8554,2.5622,200.2788,312.9685,244.3079,380.1316,38.8526,723.7505,998.0354,6.8621,208.7485,330.2752,305.9666,841.1515,350.3761,159.2696,881.0036,371.5571,477.1204,33.8796,267.8571,83.8593,30.8672,365.4306,661.2697,61.2836,449.0759,992.417,94.6306,486.2944,500.5709,38.4836,27.8054,1072.7995,155.2968,116.7988,72.8793,237.3391,152.7331,197.0894,16.6415,327.6866,411.7895,230.2793,230.2348,290.8297,653.5828,165.6516,75.6757,385.216,140.1684,184.6154,434.0717,159.118,180.8839,142.5234,1191.9303,50.1425,NS
ALDH1L2,224.878,222.6431,474.269,460.6345,369.7749,560.5135,234.3148,421.0153,300.9582,210.0871,104.9011,391.8269,440.8206,366.1101,202.1277,188.8646,651.9685,163.6839,209.9166,233.209,120.7921,139.0715,37.3887,119.4478,402.3669,504.8159,442.205,447.9012,148.2915,13.2996,68.6328,182.448,1081.5983,9.2952,791.9128,299.2091,448.9968,674.6299,377.6952,353.314,229.6441,296.9334,306.5371,4301.9331,836.7265,675.8205,193.7086,569.3512,503.518,276.0482,408.2077,382.1526,284.6329,165.8842,147.732,456.0483,31.9944,145.3854,717.2414,48.4342,181.4735,253.4395,171.1112,78.4412,105.1652,78.0958,349.2958,417.2704,389.7116,304.4181,156.511,270.2848,255.9214,179.3362,65.9273,15.3218,521.3385,95.094,92.0021,1181.5951,278.8561,448.4839,1192.2912,703.446,318.7032,1256.9815,280.6675,652.3517,935.8289,2379.6539,1366.5373,554.3355,1463.4892,528.5896,605.4356,516.4906,375.4547,551.4223,368.5231,154.5867,370.5304,193.8284,462.2287,381.9018,624.5593,359.7158,91.6168,194.7375,280.3681,628.2744,856.3452,364.8741,778.9845,539.6236,390.3667,485.2051,355.6101,986.2411,226.2052,1003.8741,921.6254,1480.1349,662.4503,2034.4589,418.3125,556.3735,132.4961,538.674,729.481,588.9035,267.9015,454.662,97.8114,307.8874,1135.4839,518.2687,90.0134,719.3912,432.398,300.2705,688.878,415.6699,146.144,1530.8489,313.0161,314.4291,167.923,165.9898,1691.7104,265.3647,122.6415,161.6208,198.3758,90.1226,451.6129,272.9614,360.6645,83.9917,156.3296,272.631,513.6842,74.4733,28.7164,291.2664,55.2259,215.5907,978.3784,289.4326,325.4086,191.2682,433.5443,321.8117,535.4573,760.514,92.1618,98.5755,NS
ALDH2,8696.0976,3624.1582,1132.1637,4132.5499,2826.3666,7133.8657,7210.1125,5993.0894,4424.6516,1221.6981,6001.7197,4130.609,2229.879,3371.6759,7537.5469,2215.0655,3535.4331,9867.6855,1908.7118,4471.2959,10294.0594,7001.4408,2731.1573,2011.4046,4100.1691,7154.6742,4706.238,3048.3951,4310.1345,1221.439,2102.4157,1980.3695,2709.9444,651.0111,2289.4139,1442.4429,3785.604,3281.266,4417.8439,3555.3208,7239.3954,4743.4555,9004.7114,3176.4345,3487.4251,3125.5861,5380.7947,6127.5168,4095.4266,3660.7285,5942.2553,5579.0191,1684.3301,3382.8899,8649.1885,4238.0572,3967.31,7591.4492,4458.6207,6539.3735,6459.9133,3062.2737,6257.697,4011.4914,906.0028,8433.597,6553.0516,1292.5908,3881.5277,6274.7845,2006.6108,5449.7582,5060.6586,2852.7837,8628.4658,3205.3115,2700.291,7285.4982,4593.8317,5447.0348,5702.6856,3436.4961,1731.0493,4181.2459,8230.6733,5082.209,4751.3433,4294.8875,3907.6649,3787.6245,2940.9228,3433.9265,5492.5449,5192.3058,3187.2761,5894.0122,7033.6865,5177.7899,7849.8199,6763.3063,4615.3108,8491.8033,5278.2645,7934.816,5016.4512,5790.6933,8347.9042,4508.1732,8083.4356,7967.5676,3899.4924,7906.7393,5162.0961,5752.1866,4056.7257,3027.2579,3535.0793,7073.1976,4409.1471,2000.5739,4125.6567,1812.5937,4001.0842,3722.4079,4613.8704,4149.5544,7261.9005,2931.0924,1959.5787,4627.7851,1859.4096,1990.421,767.7966,3759.0667,3415.7706,2317.5942,5975.3176,3016.1632,1909.4388,3793.5077,5766.291,4181.2201,5585.0021,2932.0911,5603.6178,447.7197,6763.7713,2003.5533,4062.1146,5127.5129,6720.9533,6436.3845,5777.3618,9650.3244,7109.319,2454.9356,5533.7621,6865.2807,4479.0947,5104.288,4161.6842,6686.9182,11076.9649,5539.738,11217.2524,4260.6577,3821.6216,4510.151,4443.7841,7700.2079,2007.9114,3662.6937,6157.2456,3803.1542,5990.0783,3369.8006,NS
ALDH3A1,911.7073,203.7037,3.5088,747.3561,84.6731,308.1259,678.2796,163.3738,124.1289,352.6851,367.5838,483.9744,1.5781,102.0408,113.8924,475.9825,247.2441,5144.5807,56.9972,78.708,854.4554,409.4523,0,75.03,118.7658,504.2493,21.7676,215.3086,240.4414,4.2559,2.1448,1.7321,1.5518,1.3771,0.4543,31.1951,0.5612,56.7637,287.7323,2184.3148,151.1458,811.5183,329.7998,6.1369,9.847,127.5954,502.2075,271.8121,64.204,200.856,263.6644,76.9755,207.4186,80.3339,345.4016,165.5455,122.4135,3900.2764,5.5172,259.0669,395.4496,48.5156,633.526,18.9858,190.7864,432.5307,1978.4038,116.5721,11.6913,393.8578,176.7562,231.0586,269.2085,23.5546,1606.9008,1243.1052,72.7449,1655.5003,31.8871,30.2658,213.8953,31.3406,39.4004,242.5447,776.0599,211.4842,504.3528,368.0982,52.4064,24.1217,22.4235,114.7293,393.0164,3.4273,114.6552,104.0666,868.8913,89.1685,1147.6863,376.2894,230.3816,98.8428,1058.4207,90.8742,56.9918,1315.8551,989.8204,233.685,609.2025,150.104,718.2741,244.3839,299.4841,2223.1646,1261.7269,72.7054,2007.883,231.7006,142.9749,171.6681,96.0652,182.1589,75.8945,30.191,71.2297,156.141,781.7775,6.3719,53.136,31.4548,66.0117,262.4908,10.5618,301.8007,146.2366,201.7988,138.7092,84.919,103.9541,193.8683,72.5135,64.5933,183.6387,4.1408,200.1573,10.2531,2055.897,37.5635,269.4679,26.996,1538.2324,333.9614,110.6224,372.026,1152.9271,15.4506,196.6774,699.7921,364.6009,159.8729,563.7895,14.6987,540.0694,198.69,2982.1999,70.6456,222.2973,256.6372,542.3477,65.2807,5.8017,142.4315,437.8212,255.257,597.0676,62.1083,NS
ALDH3A2,2198.5366,2594.697,581.2865,1558.6369,2769.5606,1643.338,1983.6596,1700.3632,1608.4495,1023.2221,2688.736,1229.9679,1230.9311,2776.1286,1223.4043,1455.2402,2941.7323,3250.7541,889.7127,2745.0637,1125.2475,1562.7754,1147.7745,1963.9856,1309.8056,2295.7507,909.4024,1199.0123,1570.8063,1244.3144,1328.1519,1618.3603,1574.0334,2304.531,1407.0877,893.2337,1911.6038,2329.7601,1476.5799,1522.0491,2243.296,2008.2274,1649.5878,3675.9742,1789.7538,2765.5727,1576.1589,1611.8568,1570.3606,1261.2724,1410.5684,3455.7221,3228.6147,689.0975,1622.139,1404.6289,1745.0878,3153.6059,794.4828,1593.0735,1776.8147,2152.7878,1014.2336,2177.8666,1147.9758,1812.724,1340.8451,1379.9169,1545.5963,1109.9138,943.7378,1560.9887,2970.5373,495.7173,2107.2089,1226.762,1925.8002,1579.4251,1201.7773,2620.8589,1732.1556,1116.9788,854.3897,1902.5845,3529.4264,522.1211,4205.1631,1024.5399,3083.779,1452.0189,687.7965,3077.6221,2589.5247,898.9979,1306.9999,1416.2664,3160.5251,2862.1444,1902.4661,1352.2212,995.4404,1645.6123,1816.808,1769.5552,591.0693,2771.3411,2597.006,1469.1227,1234.9693,1093.1393,980.7107,2887.6787,1316.3182,2416.6446,1501.0489,1162.1566,3125.8649,837.6445,2330.4491,1352.8471,2482.2558,869.94,1326.7076,3149.4658,1277.731,1318.8687,1490.4537,1050.8799,580.3207,857.5797,2203.4413,2244.3231,1065.3637,813.5937,2449.4624,1779.0894,1042.2866,784.9504,1251.9133,681.6952,1101.4209,3196.1722,1354.069,949.8965,2973.6532,686.9593,1982.6047,2697.4619,1884.4485,743.8254,1059.0864,831.6051,1049.3174,1739.726,1507.1685,2001.7167,2773.8478,1187.1102,847.7098,1707.2525,2285.8947,1120.5292,1734.57,1264.1921,1830.6709,1503.0451,1326.3514,1284.7475,1163.4473,1030.3534,1810.654,1058.9988,1040.0822,1197.4299,1397.8613,833.6182,NS
ALDH3B1,4490.2439,1366.5825,1574.8538,2132.0799,1660.2358,3617.974,1407.1219,2074.2447,4562.7178,2634.2525,1107.9106,2562.5,698.5797,1097.0934,1599.4994,3647.3799,1033.0709,2082.4452,2863.2994,2314.5989,3471.7822,2443.1303,132.3442,1742.497,2062.1302,832.8612,1737.3778,1040.4938,5628.4968,64.9022,140.4828,612.5866,89.4866,38.9023,27.2603,5294.3761,889.0136,956.8147,1216.3569,2953.2612,1360.7996,2344.8018,1778.563,476.2197,810.1131,629.2699,1433.7748,799.7763,1310.9059,1613.5428,1416.3792,1323.5695,4504.1635,790.819,1940.4911,2780.0707,1059.294,1097.5697,682.7586,2135.9876,2374.3229,1871.1079,3027.3067,2251.3115,3756.1657,2287.3062,3939.9061,773.5773,1168.3554,679.4181,3228.3308,1528.2106,1296.3605,1056.2099,2748.6137,2339.1216,2111.5422,2273.1792,390.4861,392.229,1517.4681,471.3625,2275.803,865.4738,1718.4539,2047.6938,1504.2687,2581.5951,608.1996,767.698,1856.8348,2234.7596,1027.1441,1014.9976,964.0828,1018.2517,2208.4454,1771.8818,610.1413,3125.2923,1193.6645,2341.8515,1669.0055,1072.0859,1073.443,2112.4162,2655.0898,4001.283,1893.865,1064.8649,1718.2741,1130.0204,1556.883,1032.07,2387.178,2439.5872,830.3407,611.4474,2822.8265,2308.5516,997.9629,1436.6567,482.472,789.768,1795.7651,2032.933,4223.629,1241.0578,5590.6633,656.1817,1983.2417,5637.3789,3083.5851,2616.282,987.8136,2842.0461,2432.8219,915.6288,2329.0816,561.3165,1561.9794,984.4498,2327.2262,503.1056,1695.2418,604.9343,1388.3799,389.3401,1441.425,4390.0057,2758.6892,2463.4807,1139.1981,1692.1413,1541.816,2224.4635,1698.2851,3890.6445,3671.2238,1685.5479,1620.6316,302.7927,4434.9171,2506.5502,1847.1018,1198.5384,577.027,1161.8948,1812.7786,2349.2723,670.8861,1436.8296,1175.2312,1151.285,2195.5683,638.1766,NS
ALDH3B2,23.4146,87.1212,146.1988,728.5546,17.149,536.0889,532.7578,153.4509,43.554,347.2424,486.2425,11.2179,24.1978,103.2777,32.5407,208.5153,234.6457,347.4764,87.5811,38.3823,43.5644,20.0522,0.5935,145.8583,30.8538,183.0028,89.4891,117.5309,53.4314,0,2.1448,2.8868,0,0,2.2717,638.4007,14.0311,176.8249,75.0929,79.2184,27.7913,58.3396,69.788,2.4547,24.4844,9.3771,104.3046,63.7584,122.6913,1868.4754,34.1384,13.624,18.9251,844.0271,20.3912,36.9399,25.7347,48.4618,13.7931,128.7825,87.2156,83.9971,4.1446,42.9678,221.4984,51.0626,95.7746,23.8911,152.767,133.6207,687.5582,139.1725,34.662,278.9079,152.1873,61.287,60.1358,174.6272,195.5044,49.4888,62.9803,0.9402,100.6424,77.5348,22.9426,114.5278,28.7942,115.7464,19.2513,43.5239,18.1113,33.3207,6.6267,83.3089,60.4737,127.4416,19.2946,31.1816,43.2253,5.5013,5.2796,42.4301,34.3212,195.5521,32.3149,9.3087,196.4072,21.192,73.3129,2.9106,15.736,29.9523,6.5164,47.1773,25.5098,87.3972,155.2071,15.41,74.1656,14.3484,30.8781,71.964,4.3368,6.1754,74.8559,10.8485,1009.2037,59.3081,158.2693,34.5129,145.033,43.4801,432.5744,68.983,24.3728,92.7487,149.0386,15.8398,63.1378,70.3336,35.7668,14.9522,63.9114,15.735,31.8521,501.5486,555.7231,12.6904,12.7883,13.7852,202.5819,309.2235,39.8879,320.1154,80.0478,30.0429,20.3644,37.0062,41.3517,184.7538,41.6842,102.8907,42.3189,12.6638,20.5386,47.503,29.7297,52.0562,81.2283,84.4075,181.4346,35.7569,79.6506,71.8458,175.9453,62.1083,NS
ALDH4A1,228.7805,313.5522,353.8012,780.2585,324.7588,159.0731,377.3701,384.1588,347.9965,97.6052,379.6217,325.3205,511.3098,364.8732,409.2616,232.5328,403.1496,210.738,421.2234,265.2752,306.4356,274.2619,199.4065,1135.6543,224.8521,609.0652,517.5854,346.6667,314.0064,497.9386,240.2148,411.6628,334.6696,1140.2161,193.094,250.8787,226.7434,240.9393,327.881,415.6324,383.7153,258.0404,380.4476,546.1798,233.666,400.8707,271.5232,409.396,203.1662,778.7031,488.8324,380.109,400.4542,431.4032,189.3467,268.1564,179.4471,122.9493,297.931,91.9875,345.6121,246.9225,160.4538,363.2276,676.1284,176.4665,204.6948,237.6752,349.1816,322.7371,337.9391,346.5879,465.6268,195.3961,258.78,362.6149,348.2056,409.3365,137.4804,177.9141,253.9016,259.8135,222.2698,329.6885,322.9426,464.3866,273.0901,317.7914,402.4955,219.1924,294.0923,159.0307,409.8382,245.1812,186.6643,358.3093,467.1833,374.1794,297.5894,207.9494,398.3681,261.8129,401.8899,410.6595,296.1222,293.2249,218.5629,500.5899,465.3374,335.9667,78.1726,237.5766,156.9373,216.8036,312.1591,163.1163,460.0158,331.8657,271.1166,198.3151,358.529,276.9865,290.9288,356.8022,204.8825,228.981,473.6353,255.3677,288.832,417.2128,220.6814,240.4824,117.0982,411.8691,217.2043,159.0781,314.8011,270.1567,422.1939,203.7872,287.6041,342.7033,255.6455,263.354,361.3842,535.7257,861.4171,428.4264,378.1685,233.7737,318.2721,207.3859,447.808,188.8969,251.4934,295.7082,316.7203,92.7235,162.3811,205.3997,467.7895,69.0838,518.4062,359.8253,293.9297,359.3179,261.4865,370.1197,312.0357,248.6486,286.9198,297.9738,282.1172,225.4673,272.5168,301.9943,NS
ALDH5A1,369.7561,259.2593,118.7135,521.7391,329.0461,397.6828,395.8687,382.0324,177.7003,419.4485,471.1952,306.0897,64.1767,447.7427,280.9762,270.7424,434.6457,129.4993,231.696,427.5498,356.4356,309.8383,693.7685,573.2293,404.4801,603.3994,118.5125,198.0247,338.7862,1482.644,533.5128,822.7483,2133.7127,730.1927,1379.8274,592.7065,1275.7121,648.0858,491.4498,214.4177,428.5714,290.2019,310.0707,779.3802,450.5655,383.4561,302.4283,447.4273,324.5383,152.9595,336.2993,352.861,93.1113,233.6985,342.0724,166.0016,518.8663,578.8491,272.4138,871.0654,468.5807,391.7451,109.5349,276.7924,641.2285,406.2484,636.6197,196.4837,535.4638,297.4138,166.6336,573.3477,416.5222,290.6852,272.3352,511.7467,279.8254,500.9726,357.5536,543.1493,339.4597,660.6597,356.7452,651.7561,843.3915,597.7408,431.3066,337.4233,533.6898,570.5296,311.7723,359.7122,419.0136,776.4072,267.4124,594.3004,493.753,439.2779,367.969,299.8212,312.455,324.0116,312.7655,319.7853,315.5112,289.2355,738.3234,334.4903,612.8834,443.659,172.5888,579.9864,326.0929,385.6348,379.6257,531.5407,704.9137,623.5553,367.1199,186.0165,502.6268,169.4153,577.5208,690.2751,516.2209,324.2929,310.6804,351.437,212.9234,507.2084,174.9069,281.8153,485.3834,397.1595,546.9534,231.0287,212.4907,551.3133,323.9796,422.9035,274.8653,428.2297,214.7422,335.4037,722.3751,497.7037,658.7035,391.8782,444.8504,135.5543,192.6514,238.7206,602.0412,175.9193,299.8805,598.7124,533.7621,529.3139,606.6596,613.5521,477.4737,655.071,399.5103,480.3493,241.4423,536.5408,364.8649,478.3967,413.5711,280.6653,272.6793,429.6782,405.4471,165.3037,169.3308,883.1909,NS
ALDH6A1,197.6927,155.8333,141.3158,172.0987,205.5734,147.7564,165.2413,200.1453,261.2587,86.894,110.7567,131.0497,98.627,218.8002,302.9161,122.762,114.9606,167.1426,136.6265,170.8304,107.9208,37.2776,191.9169,84.4958,199.1885,123.6374,171.9238,92.2963,106.9558,102.5668,258.7993,305.8776,207.6503,241.2528,374.5434,186.283,1154.2641,216.1593,151.5093,225.2337,128.6153,156.2865,272.9152,521.1537,259.8536,252.9806,169.9283,203.2103,174.1865,379.6744,124.5978,235.6471,114.2846,66.6615,163.4956,202.4763,182.3613,174.4983,111.6483,170.5711,133.5428,132.8892,126.9775,196.6275,152.0195,48.4645,201.6526,233.9803,177.7007,117.0151,85.6372,175.0296,193.4604,70.8298,59.2606,31.1236,161.0281,190.0238,89.5975,322.3313,169.3456,200.4607,304.2527,270.4473,397.5187,176.5108,218.3902,140.9202,270.8164,398.3797,191.0004,198.5763,374.3036,182.4939,285.5929,268.9785,317.5265,185.0109,191.294,100.8059,156.4435,178.2112,202.6997,203.7193,160.0353,160.0037,170.1617,260.5187,405.8681,299.9252,181.1168,311.3547,217.1735,335.6454,189.7088,242.3878,222.7731,215.7733,122.1961,204.8897,248.7702,212.6499,297.5641,384.1662,154.9207,184.2542,226.086,128.2132,140.2144,183.744,125.9185,195.6979,188.2801,326.7969,392.9391,146.4081,58.6415,158.7061,156.5944,151.587,122.7927,240.3708,140.3281,211.5114,353.9402,181.8392,306.6033,79.8934,320.2375,148.8225,56.2761,93.6617,93.2472,72.92,165.7228,187.5408,124.1854,296.5322,151.4985,143.0334,258.1642,153.7874,101.4293,150.8821,235.0342,83.106,249.2838,238.0635,136.8747,194.0915,182.8692,114.7199,165.6475,64.1238,78.2846,125.8006,NS
